type,properties/segment_id,properties/road_name,geometry/type,geometry/coordinates/0/0,geometry/coordinates/0/1,geometry/coordinates/1/0,geometry/coordinates/1/1,geometry/coordinates/2/0,geometry/coordinates/2/1,geometry/coordinates/3/0,geometry/coordinates/3/1,geometry/coordinates/4/0,geometry/coordinates/4/1,geometry/coordinates/5/0,geometry/coordinates/5/1,geometry/coordinates/6/0,geometry/coordinates/6/1,geometry/coordinates/7/0,geometry/coordinates/7/1,geometry/coordinates/8/0,geometry/coordinates/8/1,geometry/coordinates/9/0,geometry/coordinates/9/1,geometry/coordinates/10/0,geometry/coordinates/10/1,geometry/coordinates/11/0,geometry/coordinates/11/1,geometry/coordinates/12/0,geometry/coordinates/12/1,geometry/coordinates/13/0,geometry/coordinates/13/1,geometry/coordinates/14/0,geometry/coordinates/14/1,geometry/coordinates/15/0,geometry/coordinates/15/1,geometry/coordinates/16/0,geometry/coordinates/16/1,geometry/coordinates/17/0,geometry/coordinates/17/1,geometry/coordinates/18/0,geometry/coordinates/18/1,geometry/coordinates/19/0,geometry/coordinates/19/1,geometry/coordinates/20/0,geometry/coordinates/20/1,geometry/coordinates/21/0
Feature,88_3,outer ring road-primary,LineString,36.88029021,-1.268343651,36.88027866,-1.268300184,36.8802671,-1.268256717,36.8802558,-1.268213187,36.88024489,-1.268169554,36.88023398,-1.26812592,36.88022307,-1.268082287,36.88021216,-1.268038654,36.88020126,-1.267995021,36.88019035,-1.267951388,36.88017944,-1.267907754,36.88016853,-1.267864121,36.88015762,-1.267820488,36.88014671,-1.267776855,36.88013581,-1.267733222,36.8801249,-1.267689589,36.88011399,-1.267645955,36.88010308,-1.267602322,36.88009209,-1.267558708,36.88008108,-1.267515102,36.88007006,-1.267471496,36.88005905
Feature,88_4,outer ring road-primary,LineString,36.88004803,-1.267384284,36.88003701,-1.267340678,36.880026,-1.267297072,36.88001498,-1.267253466,36.88000396,-1.26720986,36.87999295,-1.267166254,36.87998193,-1.267122648,36.87997092,-1.267079042,36.8799599,-1.267035436,36.87994888,-1.26699183,36.87993787,-1.266948224,36.87992685,-1.266904618,36.87991583,-1.266861012,36.87990482,-1.266817406,36.8798938,-1.2667738,36.87988279,-1.266730194,36.87987177,-1.266686588,36.87986075,-1.266642981,36.87985019,-1.266599263,36.87983967,-1.266555536,36.87982914,-1.266511809,36.87981861
Feature,88_5,outer ring road-primary,LineString,36.87980809,-1.266424356,36.87979756,-1.266380629,36.87978703,-1.266336902,36.87977651,-1.266293175,36.87976598,-1.266249449,36.87975545,-1.266205722,36.87974492,-1.266161995,36.8797344,-1.266118268,36.87972545,-1.266074213,36.87971763,-1.266029921,36.87970982,-1.265985629,36.879702,-1.265941338,36.87969138,-1.265897667,36.87967979,-1.265854209,36.8796682,-1.265810752,36.87965718,-1.265767156,36.87964754,-1.265723226,36.87963789,-1.265679296,36.87962825,-1.265635366,36.87961861,-1.265591436,36.87960896,-1.265547506,36.87959932
Feature,88_6,outer ring road-primary,LineString,36.87958968,-1.265459645,36.87958004,-1.265415715,36.87957039,-1.265371785,36.87956012,-1.265327999,36.87954982,-1.265284218,36.87953951,-1.265240438,36.87952917,-1.265196669,36.87951826,-1.265153035,36.87950735,-1.265109402,36.87949644,-1.265065769,36.87948586,-1.265022058,36.87947575,-1.264978233,36.87946563,-1.264934409,36.87945552,-1.264890585,36.87944541,-1.264846761,36.87943529,-1.264802936,36.87942535,-1.264759073,36.87941559,-1.264715168,36.87940584,-1.264671263,36.87939608,-1.264627358,36.87938632,-1.264583453,36.87937657
Feature,141_1,outer ring road-primary,LineString,36.87311824,-1.247405023,36.87307327,-1.247405615,36.8730283,-1.247406207,36.87298332,-1.247406798,36.87293835,-1.24740739,36.87289338,-1.247407982,36.87284841,-1.247408574,36.87280343,-1.247409165,36.87275846,-1.247409757,36.8727135,-1.247410688,36.87266854,-1.247411856,36.87262358,-1.247413024,36.87257861,-1.247414192,36.87253365,-1.24741536,36.87248869,-1.247416527,36.87244373,-1.247417695,36.87239877,-1.247418863,36.87235381,-1.247420031,36.87230885,-1.247421199,36.87226389,-1.247422367,36.87221893,-1.247423534,36.87217397
Feature,141_2,outer ring road-primary,LineString,36.87212901,-1.24742587,36.87208404,-1.247427038,36.87203908,-1.247428206,36.87199412,-1.247429373,36.87194916,-1.247430366,36.87190419,-1.247431155,36.87185922,-1.247431944,36.87181425,-1.247432732,36.87176928,-1.247433521,36.87172431,-1.24743431,36.87167934,-1.247435099,36.87163437,-1.247435888,36.87158941,-1.247436677,36.87154444,-1.247437466,36.87149947,-1.247438255,36.8714545,-1.247439044,36.87140953,-1.247439833,36.87136458,-1.247438583,36.87131964,-1.247436786,36.8712747,-1.247434988,36.87122976,-1.24743319,36.87118482
Feature,12_1,outer ring road-primary,LineString,36.86845841,-1.24629578,36.86842426,-1.24626651,36.86839011,-1.24623724,36.86835642,-1.246207462,36.86832337,-1.246176956,36.86829032,-1.246146449,36.86825727,-1.246115943,36.86822422,-1.246085437,36.86819117,-1.24605493,36.86815813,-1.246024424,36.86812508,-1.245993917,36.86809203,-1.245963411,36.86805898,-1.245932905,36.86802593,-1.245902398,36.86799288,-1.245871892,36.86795752,-1.245844262,36.86792067,-1.24581847,36.86788383,-1.245792678,36.86784698,-1.245766886,36.86781013,-1.245741094,36.86777297,-1.245715785,36.86773441
Feature,12_2,outer ring road-primary,LineString,36.86769584,-1.245669505,36.86765727,-1.245646365,36.86761751,-1.245625836,36.86757484,-1.245611613,36.8675337,-1.24559467,36.86749937,-1.245565618,36.86746503,-1.245536566,36.8674307,-1.245507514,36.86739798,-1.245476783,36.86736773,-1.245443503,36.86733748,-1.245410224,36.86730847,-1.245376165,36.86729176,-1.245334406,36.86728501,-1.24529008,36.86727819,-1.245245787,36.86726048,-1.245204447,36.86724317,-1.245162936,36.86722473,-1.245122093,36.86719697,-1.245086973,36.86716517,-1.24505517,36.86713337,-1.245023367,36.86710156
Feature,12_3,outer ring road-primary,LineString,36.86706976,-1.244959766,36.86703738,-1.244928546,36.86700501,-1.244897327,36.86697263,-1.244866107,36.86694025,-1.244834888,36.86690788,-1.244803668,36.8668755,-1.244772449,36.86684313,-1.244741229,36.86681075,-1.24471001,36.86677858,-1.244678581,36.86674678,-1.244646778,36.86671498,-1.244614975,36.86668145,-1.244585016,36.8666476,-1.244555399,36.86661375,-1.244525782,36.8665799,-1.244496166,36.86654647,-1.244466122,36.86651622,-1.244432842,36.86648597,-1.244399563,36.86645571,-1.244366283,36.86644484,-1.244323882,36.8664324
Feature,156_4,parklands road-trunk,LineString,36.8189727,-1.267796053,36.81901393,-1.267813123,36.81905517,-1.267830192,36.8190964,-1.267847261,36.81913763,-1.267864331,36.81917887,-1.2678814,36.8192201,-1.26789847,36.81926133,-1.267915539,36.81930256,-1.267932609,36.8193438,-1.267949678,36.81938503,-1.267966748,36.81942626,-1.267983817,36.8194675,-1.268000887,36.81950873,-1.268017956,36.81954996,-1.268035025,36.81959119,-1.268052095,36.81963243,-1.268069164,36.81967366,-1.268086234,36.81971489,-1.268103303,36.81975613,-1.268120373,36.81979736,-1.268137442,36.81983859
Feature,156_5,parklands road-trunk,LineString,36.81987982,-1.268171581,36.81992106,-1.268188651,36.81996229,-1.26820572,36.82000352,-1.268222789,36.82004476,-1.268239859,36.82008599,-1.268256928,36.82012722,-1.268273998,36.82016845,-1.268291067,36.82020969,-1.268308137,36.82025092,-1.268325206,36.82029215,-1.268342276,36.82033339,-1.268359345,36.82037462,-1.268376415,36.82041585,-1.268393484,36.82045738,-1.268409818,36.8204991,-1.268425639,36.82054083,-1.268441461,36.82058256,-1.268457282,36.82062429,-1.268473103,36.82066602,-1.268488924,36.82070774,-1.268504745,36.82074947
Feature,156_6,parklands road-trunk,LineString,36.8207912,-1.268536388,36.82083293,-1.268552209,36.82087559,-1.268565101,36.82091878,-1.268576302,36.82096198,-1.268587502,36.82100518,-1.268598703,36.82104838,-1.268609904,36.82109158,-1.268621105,36.82113558,-1.268628184,36.82117981,-1.268634082,36.82122405,-1.26863998,36.82126828,-1.268645878,36.82131252,-1.268651776,36.82135698,-1.268655379,36.82140152,-1.268658252,36.82144605,-1.268661124,36.82149058,-1.268663997,36.82153512,-1.268666869,36.82157965,-1.268669742,36.82162418,-1.268672615,36.82166872,-1.268675487,36.82171325
Feature,92_5,popo road-residential,LineString,36.83726868,-1.320609867,36.83729637,-1.320574621,36.83732134,-1.320537422,36.83734591,-1.320499928,36.83737047,-1.320462435,36.83739504,-1.320424941,36.8374196,-1.320387448,36.83744417,-1.320349954,36.83746873,-1.320312461,36.83749287,-1.32027471,36.83751421,-1.320235296,36.83753556,-1.320195883,36.83755691,-1.32015647,36.83757826,-1.320117056,36.83759961,-1.320077643,36.83762096,-1.32003823,36.83764231,-1.319998816,36.83766366,-1.319959403,36.83768501,-1.31991999,36.83770635,-1.319880576,36.8377277,-1.319841163,36.83774905
Feature,45_1,powerstar-residential,LineString,36.8950945,-1.2166424,36.89511804,-1.216651627,36.89515991,-1.216668035,36.89520178,-1.216684444,36.89524365,-1.216700852,36.89528552,-1.21671726,36.89532739,-1.216733669,36.89537025,-1.216747145,36.89541348,-1.216759536,36.89545671,-1.216771928,36.89549994,-1.216784319,36.89554317,-1.21679671,36.8955864,-1.216809102,36.89562963,-1.216821493,36.89567286,-1.216833885,36.89571609,-1.216846276,36.89575931,-1.216858667,36.89580254,-1.216871059,36.89584577,-1.21688345,36.895889,-1.216895842,36.89593223,-1.216908233,36.89597546
Feature,126_3,processional way-residential,LineString,36.81416358,-1.287486863,36.81420433,-1.287505867,36.81424508,-1.287524871,36.81428583,-1.287543874,36.81432658,-1.287562878,36.81436734,-1.287581882,36.81440618,-1.287603321,36.81443436,-1.287638362,36.81446254,-1.287673402,36.81449071,-1.287708443,36.81451889,-1.287743483,36.81454707,-1.287778524,36.81457525,-1.287813564,36.81460343,-1.287848605,36.81462747,-1.287886386,36.8146488,-1.28792597,36.81466971,-1.287965772,36.81468976,-1.28800602,36.81470981,-1.288046268,36.81472986,-1.288086516,36.8147499,-1.288126764,36.81476995
Feature,126_4,processional way-residential,LineString,36.81479,-1.288207261,36.81481005,-1.288247509,36.8148301,-1.288287757,36.81485015,-1.288328005,36.81487019,-1.288368253,36.81489024,-1.288408501,36.81491029,-1.288448749,36.81493034,-1.288488997,36.81495039,-1.288529245,36.81497044,-1.288569493,36.81499048,-1.288609741,36.81501053,-1.28864999,36.81503058,-1.288690238,36.81505063,-1.288730486,36.81507068,-1.288770734,36.81509073,-1.288810982,36.81511077,-1.28885123,36.81513082,-1.288891478,36.81515087,-1.288931726,36.81517092,-1.288971974,36.81519097,-1.289012222,36.81521102
Feature,35_6,processional way-residential,LineString,36.81648613,-1.291742004,36.81649075,-1.291786731,36.81649536,-1.291831459,36.81649998,-1.291876187,36.81650459,-1.291920914,36.8165092,-1.291965642,36.81651382,-1.292010369,36.81651843,-1.292055097,36.81652305,-1.292099824,36.81652766,-1.292144552,36.81653227,-1.29218928,36.81653688,-1.292234008,36.81654149,-1.292278736,36.8165461,-1.292323464,36.81655071,-1.292368192,36.81655532,-1.29241292,36.81655992,-1.292457648,36.81656453,-1.292502376,36.81656914,-1.292547105,36.81657375,-1.292591833,36.81657836,-1.292636561,36.81658297
Feature,139_7,prof. wangari maathai road-trunk,LineString,36.82138747,-1.268728124,36.82134257,-1.26872652,36.82129767,-1.268724917,36.82125277,-1.268723313,36.82120786,-1.268721709,36.82116296,-1.268720106,36.82111803,-1.26872,36.8210731,-1.26872,36.82102818,-1.268720152,36.8209834,-1.268723883,36.82093863,-1.268727614,36.82089437,-1.268734263,36.82085102,-1.268746085,36.82080767,-1.268757907,36.82076445,-1.268770158,36.82072125,-1.268782501,36.82067804,-1.268794845,36.82063512,-1.2688081,36.8205924,-1.26882201,36.82054967,-1.26883592,36.82050695,-1.26884983,36.82046423
Feature,139_8,prof. wangari maathai road-trunk,LineString,36.82042151,-1.268877649,36.82037878,-1.268891559,36.82033606,-1.268905469,36.82029334,-1.268919379,36.82025061,-1.268933289,36.82020805,-1.268947681,36.82016565,-1.268962524,36.82012324,-1.268977367,36.82008083,-1.26899221,36.82003842,-1.269007053,36.81999541,-1.269020012,36.81995225,-1.269032506,36.81990909,-1.269044999,36.81986594,-1.269057492,36.81982278,-1.269069985,36.81977962,-1.269082479,36.81973646,-1.269094972,36.8196933,-1.269107465,36.81965014,-1.269119959,36.81960601,-1.269128379,36.81956187,-1.269136786,36.81951774
Feature,139_9,prof. wangari maathai road-trunk,LineString,36.8194736,-1.2691536,36.81942938,-1.269161517,36.8193849,-1.269167871,36.81934042,-1.269174225,36.81929594,-1.269180579,36.81925146,-1.269186934,36.81920678,-1.269191106,36.8191619,-1.269193243,36.81911702,-1.26919538,36.81907214,-1.269197517,36.81902726,-1.269199654,36.81898236,-1.269201176,36.81893745,-1.26920258,36.81889254,-1.269203983,36.81884763,-1.269205387,36.81880272,-1.26920679,36.81875781,-1.269208193,36.81871291,-1.269209597,36.818668,-1.269211185,36.8186231,-1.269212848,36.8185782,-1.269214511,36.8185333
Feature,138_1,prof. wangari maathai road-trunk,LineString,36.8184884,-1.269217837,36.81844351,-1.2692195,36.81839861,-1.269221163,36.81835371,-1.269222826,36.81830881,-1.269224489,36.81826391,-1.269226152,36.81821901,-1.269227815,36.81817411,-1.269229478,36.81812925,-1.269231922,36.8180844,-1.269234725,36.81803956,-1.269237527,36.81799472,-1.269240418,36.81794993,-1.269243966,36.81790514,-1.269247513,36.81786035,-1.269251061,36.81781556,-1.269254609,36.81777077,-1.269258157,36.81772598,-1.269261704,36.81768119,-1.269265252,36.8176364,-1.2692688,36.81759161,-1.269272348,36.81754682
Feature,138_2,prof. wangari maathai road-trunk,LineString,36.81750203,-1.269279443,36.81745724,-1.269282991,36.81741245,-1.269286538,36.81736766,-1.269290086,36.81732287,-1.269293634,36.81727808,-1.269297182,36.81723329,-1.269300729,36.8171885,-1.269304277,36.81714371,-1.269307825,36.81709892,-1.269311373,36.81705413,-1.26931492,36.81700934,-1.269318468,36.81696447,-1.26932,36.81691954,-1.26932,36.81687491,-1.269323018,36.81683085,-1.26933183,36.81678679,-1.269340641,36.81674274,-1.269349453,36.81669868,-1.269358265,36.8166571,-1.269374807,36.81661612,-1.269393244,36.81657515
Feature,57_7,prof. wangari maathai road-trunk,LineString,36.81501951,-1.270681825,36.81499673,-1.270720552,36.81497395,-1.270759279,36.81495117,-1.270798006,36.81492995,-1.270837603,36.8149088,-1.270877248,36.81488766,-1.270916892,36.81486779,-1.270957071,36.81485439,-1.270999956,36.81484099,-1.271042841,36.81482759,-1.271085726,36.8148145,-1.271128707,36.81480182,-1.271171812,36.81478914,-1.271214916,36.81477646,-1.271258021,36.81476626,-1.2713017,36.81475862,-1.271345978,36.81475099,-1.271390255,36.81474336,-1.271434532,36.81473572,-1.271478809,36.81472809,-1.271523086,36.81472045
Feature,57_8,prof. wangari maathai road-trunk,LineString,36.81471083,-1.271611249,36.81470109,-1.271655109,36.81469134,-1.27169897,36.81468159,-1.27174283,36.81467185,-1.271786691,36.8146621,-1.271830551,36.81465184,-1.271874292,36.81464143,-1.271918001,36.81463102,-1.27196171,36.81462061,-1.272005418,36.81461021,-1.272049127,36.81460136,-1.272093178,36.81459255,-1.272137236,36.81458374,-1.272181294,36.81457182,-1.272224527,36.81455762,-1.272267152,36.81454341,-1.272309776,36.8145292,-1.272352401,36.81451467,-1.272394916,36.81449956,-1.272437229,36.81448445,-1.272479542,36.81446921
Feature,57_9,prof. wangari maathai road-trunk,LineString,36.8144512,-1.272562967,36.81443319,-1.272604131,36.81441518,-1.272645294,36.8143959,-1.272685736,36.81436979,-1.272722297,36.81434367,-1.272758858,36.81431756,-1.27279542,36.81429106,-1.272831696,36.81426376,-1.272867387,36.81423647,-1.272903078,36.81420918,-1.272938768,36.81418188,-1.272974459,36.81415104,-1.273006853,36.81411746,-1.273036703,36.81408388,-1.273066553,36.8140503,-1.273096403,36.81401672,-1.273126253,36.81398265,-1.273155512,36.81394671,-1.27318247,36.81391076,-1.273209429,36.81387482,-1.273236387,36.81383887
Feature,132_1,prof. wangari maathai road-trunk,LineString,36.81380184,-1.27328877,36.81376446,-1.273313693,36.81372708,-1.273338616,36.81368969,-1.273363539,36.81365353,-1.273390171,36.81361779,-1.273417401,36.81358205,-1.273444631,36.81354631,-1.27347186,36.81351057,-1.27349909,36.81347483,-1.27352632,36.81343984,-1.273554504,36.81340497,-1.273582836,36.8133701,-1.273611169,36.81333523,-1.273639502,36.8133,-1.27366737,36.81326383,-1.273694023,36.81322765,-1.273720676,36.81319148,-1.273747328,36.81315531,-1.273773981,36.81311922,-1.273800729,36.81308637,-1.273831386,36.81305353
Feature,2_2,pumwani road-tertiary,LineString,36.8344618,-1.285452,36.83446449,-1.285451857,36.83450921,-1.28544947,36.83455394,-1.285447084,36.83459866,-1.285444698,36.83464339,-1.285442312,36.83468811,-1.285439926,36.83473283,-1.28543754,36.83477756,-1.285435154,36.83482228,-1.285432768,36.83486701,-1.285430382,36.83491173,-1.285427995,36.83495646,-1.285425609,36.83500118,-1.285423223,36.8350459,-1.285420837,36.83509063,-1.285418451,36.83513535,-1.285416065,36.83518008,-1.285413679,36.8352248,-1.285411293,36.83526953,-1.285408907,36.83531425,-1.28540652,36.83535897
Feature,2_3,pumwani road-tertiary,LineString,36.8354037,-1.285401748,36.83544845,-1.285400054,36.83549321,-1.285398519,36.83553798,-1.285396985,36.83558274,-1.28539545,36.8356275,-1.285393916,36.83567226,-1.285392381,36.83571702,-1.285390847,36.83576178,-1.285389312,36.83580654,-1.285387777,36.83585131,-1.285386243,36.83589607,-1.285384708,36.83594083,-1.285383174,36.83598559,-1.285381639,36.83603035,-1.285380105,36.83607511,-1.28537857,36.83611988,-1.285377036,36.83616464,-1.285375501,36.8362094,-1.285373967,36.83625416,-1.285372432,36.83629892,-1.285370897,36.83634368
Feature,7_6,rabai road-tertiary,LineString,36.8767322,-1.2969639,36.87675012,-1.296943924,36.87675837,-1.296899953,36.87675969,-1.296855023,36.87674923,-1.296816356,36.87674482,-1.296771623,36.87674041,-1.296726891,36.87673601,-1.296682158,36.8767316,-1.296637425,36.87672719,-1.296592693,36.87672278,-1.29654796,36.87671837,-1.296503228,36.87671397,-1.296458495,36.87670956,-1.296413762,36.87670522,-1.296369024,36.87670095,-1.296324277,36.87669667,-1.296279532,36.87669221,-1.296234804,36.87668776,-1.296190077,36.8766833,-1.296145349,36.87667884,-1.296100622,36.87667438
Feature,94_1,racecourse road-tertiary,LineString,36.83027,-1.28734,36.8302716,-1.287335074,36.83028546,-1.287292506,36.83029932,-1.287249938,36.83031318,-1.28720737,36.83032704,-1.287164801,36.8303409,-1.287122233,36.83035476,-1.287079665,36.83036862,-1.287037097,36.83038248,-1.286994529,36.83039634,-1.286951961,36.83041017,-1.286909385,36.83042221,-1.286866265,36.83043424,-1.286823145,36.83044627,-1.286780025,36.83045831,-1.286736905,36.83047034,-1.286693785,36.83048237,-1.286650665,36.83049441,-1.286607546,36.83050644,-1.286564426,36.83051847,-1.286521306,36.83053046
Feature,94_2,racecourse road-tertiary,LineString,36.83053046,-1.286478173,36.83054131,-1.286434742,36.83055217,-1.286391311,36.83056303,-1.28634788,36.83057389,-1.286304449,36.83058475,-1.286261018,36.8305956,-1.286217588,36.83060646,-1.286174157,36.83061954,-1.286131373,36.83063336,-1.286088793,36.83064718,-1.286046209,36.83066099,-1.286003626,36.8306748,-1.285961042,36.83068861,-1.285918458,36.83070242,-1.285875874,36.83071623,-1.28583329,36.83073004,-1.285790706,36.83074369,-1.285748072,36.83075693,-1.285705306,36.83077017,-1.28566254,36.8307834,-1.285619774,36.83079664
Feature,103_2,racecourse road-tertiary,LineString,36.83108292,-1.284589625,36.83109767,-1.284547355,36.83111241,-1.284505086,36.83112716,-1.284462816,36.8311419,-1.284420547,36.83115665,-1.284378277,36.83117144,-1.284336026,36.83118674,-1.284293954,36.83120204,-1.284251882,36.83121679,-1.284209619,36.83123095,-1.284167149,36.83124425,-1.284124419,36.83125603,-1.284081229,36.83126781,-1.284038039,36.83127959,-1.283994849,36.83129137,-1.283951659,36.83130314,-1.283908468,36.83131492,-1.283865278,36.8313267,-1.283822088,36.83133848,-1.283778898,36.83135026,-1.283735708,36.83136219
Feature,103_3,racecourse road-tertiary,LineString,36.83137482,-1.283649612,36.83138745,-1.283606663,36.83140008,-1.283563715,36.83141338,-1.283520988,36.8314291,-1.283479071,36.83144482,-1.283437154,36.83146054,-1.283395237,36.83147626,-1.28335332,36.83149197,-1.283311403,36.83150595,-1.283268913,36.8315181,-1.283225827,36.83153025,-1.28318274,36.83154241,-1.283139654,36.83155456,-1.283096567,36.83156671,-1.283053481,36.83157886,-1.283010394,36.83159102,-1.282967308,36.83160317,-1.282924221,36.83161573,-1.282881254,36.83162881,-1.282838441,36.83164189,-1.282795627,36.83165497
Feature,103_4,racecourse road-tertiary,LineString,36.83166806,-1.282710001,36.83168114,-1.282667187,36.83169422,-1.282624374,36.8317073,-1.28258156,36.83172042,-1.28253876,36.83173489,-1.282496394,36.83174936,-1.282454028,36.83176382,-1.282411663,36.83177829,-1.282369297,36.83179276,-1.282326931,36.83180722,-1.282284565,36.83182169,-1.2822422,36.83183615,-1.282199834,36.83185062,-1.282157468,36.83186481,-1.282115011,36.83187849,-1.282072386,36.83189218,-1.28202976,36.83190586,-1.281987135,36.83191954,-1.28194451,36.83193322,-1.281901884,36.8319469,-1.281859259,36.83196059
Feature,124_5,ralph bunche road-residential,LineString,36.80729,-1.29688,36.80728526,-1.296870515,36.80726516,-1.296830323,36.80724506,-1.29679013,36.80722482,-1.296750012,36.80720414,-1.296710119,36.80718345,-1.296670225,36.80716276,-1.296630332,36.80714208,-1.296590439,36.80712139,-1.296550546,36.80710071,-1.296510653,36.80707947,-1.296471055,36.80705765,-1.296431773,36.80703616,-1.296392316,36.80701606,-1.296352123,36.80699597,-1.29631193,36.80697587,-1.296271737,36.80695577,-1.296231544,36.80693568,-1.296191352,36.80691558,-1.296151159,36.80689548,-1.296110966,36.80687539
Feature,62_1,ralph bunche road-residential,LineString,36.80559791,-1.29343582,36.80557781,-1.293395627,36.80555772,-1.293355434,36.80553762,-1.293315241,36.80551752,-1.293275048,36.8054975,-1.29323482,36.80547796,-1.293194352,36.80545843,-1.293153884,36.80543889,-1.293113416,36.80541935,-1.293072948,36.80539982,-1.293032479,36.80538028,-1.292992011,36.80536074,-1.292951543,36.80534121,-1.292911075,36.80532167,-1.292870607,36.80530214,-1.292830139,36.8052826,-1.29278967,36.80526306,-1.292749202,36.80524353,-1.292708734,36.80522399,-1.292668266,36.80520646,-1.292626904,36.80518945
Feature,62_2,ralph bunche road-residential,LineString,36.80517243,-1.292543721,36.80515542,-1.29250213,36.8051384,-1.292460538,36.80512281,-1.292418421,36.8051086,-1.29237579,36.80509533,-1.292332873,36.80508351,-1.292289519,36.80507168,-1.292246166,36.80506244,-1.292202202,36.80505295,-1.292158281,36.8050432,-1.292114414,36.80504,-1.292069828,36.80504,-1.292024891,36.80504,-1.291979954,36.80504,-1.291935017,36.80504783,-1.291890855,36.80505337,-1.291846301,36.80505784,-1.291801587,36.80506231,-1.291756873,36.80506678,-1.291712159,36.80507347,-1.291667868,36.80508581
Feature,74_5,ring road kilimani-tertiary,LineString,36.78703449,-1.291407329,36.78704182,-1.29145162,36.78704878,-1.291495971,36.78705574,-1.291540322,36.78706269,-1.291584673,36.78706965,-1.291629025,36.78707661,-1.291673376,36.78708357,-1.291717727,36.78709052,-1.291762078,36.78709748,-1.291806429,36.78710444,-1.29185078,36.78711139,-1.291895132,36.78711835,-1.291939483,36.78712378,-1.291984038,36.78712874,-1.292028657,36.7871337,-1.292073276,36.78713865,-1.292117895,36.78714361,-1.292162514,36.78714857,-1.292207133,36.78715422,-1.292251667,36.78716016,-1.292296166,36.78716609
Feature,74_6,ring road kilimani-tertiary,LineString,36.78717202,-1.292385166,36.78717796,-1.292429665,36.78718389,-1.292474165,36.78718982,-1.292518665,36.78719433,-1.29256333,36.7871988,-1.292608001,36.78720327,-1.292652672,36.78720773,-1.292697342,36.78721313,-1.292741901,36.78721948,-1.292786343,36.78722604,-1.292830754,36.78723262,-1.292875163,36.7872392,-1.292919572,36.78724577,-1.292963981,36.78725235,-1.29300839,36.78725893,-1.293052798,36.78726497,-1.293097283,36.7872709,-1.293141783,36.78727684,-1.293186283,36.78728277,-1.293230782,36.7872887,-1.293275282,36.78729464
Feature,63_2,ring road ngara-secondary,LineString,36.83144338,-1.279934215,36.83146971,-1.279970212,36.83149603,-1.28000621,36.83152236,-1.280042208,36.83154869,-1.280078206,36.83157444,-1.280114619,36.83160016,-1.280151053,36.83162587,-1.280187488,36.83165159,-1.280223923,36.8316754,-1.280261471,36.83169439,-1.280301824,36.83171338,-1.280342176,36.83173237,-1.280382529,36.83175164,-1.280422731,36.83177458,-1.280460973,36.83179753,-1.280499215,36.83182047,-1.280537457,36.83184386,-1.280575408,36.83186978,-1.280611698,36.83189571,-1.280647989,36.83192163,-1.280684279,36.83194512
Feature,80_1,ring road parklands-tertiary,LineString,36.80289526,-1.263311409,36.80288578,-1.263355343,36.80287629,-1.263399278,36.80286681,-1.263443212,36.80285732,-1.263487146,36.80284783,-1.263531081,36.80283835,-1.263575015,36.80282886,-1.263618949,36.80281949,-1.263662905,36.80281168,-1.263707168,36.80280387,-1.263751431,36.80279605,-1.263795694,36.80278393,-1.263838088,36.80275697,-1.263874046,36.80273,-1.263910002,36.80269587,-1.263939253,36.80266175,-1.263968504,36.80262941,-1.263999717,36.80259717,-1.264031035,36.80256493,-1.264062353,36.80253269,-1.264093671,36.80250045
Feature,80_2,ring road westlands-tertiary,LineString,36.8018943,-1.2649327,36.80186727,-1.26492865,36.80182345,-1.264922083,36.80178169,-1.264926385,36.80174531,-1.264951167,36.80171364,-1.264982143,36.80168001,-1.265011005,36.80164639,-1.265039867,36.80161276,-1.265068729,36.80157914,-1.265097591,36.80154552,-1.265126453,36.80151189,-1.265155315,36.80147827,-1.265184177,36.80144465,-1.265213039,36.80141102,-1.265241901,36.8013774,-1.265270763,36.80134371,-1.265299549,36.80130909,-1.265327212,36.80127448,-1.265354874,36.80123986,-1.265382536,36.80120524,-1.265410199,36.80117231
Feature,102_1,ring road-secondary,LineString,36.8325,-1.28534,36.83250926,-1.285309133,36.83252213,-1.285266233,36.83253778,-1.285224436,36.83255781,-1.285184376,36.83257784,-1.285144316,36.83259787,-1.285104256,36.8326181,-1.285064298,36.83263865,-1.285024498,36.83265919,-1.284984698,36.83267973,-1.284944898,36.83270027,-1.284905098,36.83272081,-1.284865298,36.83274136,-1.284825498,36.8327619,-1.284785698,36.83278359,-1.284746527,36.83280603,-1.284707766,36.83282847,-1.284669005,36.83285091,-1.284630243,36.83287335,-1.284591482,36.8328954,-1.284552498,36.83291729
Feature,102_2,ring road-secondary,LineString,36.83291729,-1.284513419,36.83293917,-1.284474341,36.83296105,-1.284435263,36.83298294,-1.284396184,36.83300482,-1.284357106,36.83302614,-1.284317727,36.83304617,-1.284277667,36.8330662,-1.284237607,36.83308623,-1.284197547,36.83310626,-1.284157487,36.83312467,-1.284116666,36.83314271,-1.28407567,36.83316074,-1.284034674,36.83317878,-1.283993679,36.83319682,-1.283952683,36.83321486,-1.283911687,36.83323013,-1.283869623,36.83324429,-1.283827133,36.83325845,-1.283784643,36.83327262,-1.283742153,36.83328678,-1.283699662,36.83330068
